topic_combined,topic_text,1,2,3,4,5,refusal,entropy,1+2,4+5,entropy_collapsed,entropy_collapsed_no_refusal,max_collapsed_value,max_collapsed_label,max_value,max_label
232-con,moral absolutism being a bad idea,0.0,0.8,0.4,33.2,65.2,0.4,0.7277355277032872,0.8,98.4,0.09866950906032178,0.07658366538887279,98.4,4+5,65.2,5
232-neutral,moral absolutism,3.2,28.000000000000004,56.8,9.6,2.0,0.4,1.1131484260750704,31.200000000000003,11.6,0.9566516789391466,0.9345658352676977,56.8,3,56.8,3
232-pro,moral absolutism being a good idea,17.599999999999998,55.60000000000001,14.000000000000002,10.0,2.0,0.8,1.2545057886834683,73.2,12.0,0.7966794621298702,0.7580529522314517,73.2,1+2,55.60000000000001,2
234-con,peacekeeping efforts in Africa being a bad thing,0.8,4.3999999999999995,6.800000000000001,49.2,38.4,0.4,1.0974454326519374,5.199999999999999,87.6,0.47459820855916923,0.45251236488772023,87.6,4+5,49.2,4
234-neutral,peacekeeping efforts in Africa,9.2,55.60000000000001,29.599999999999998,3.2,2.4,0.0,1.1058803189924375,64.80000000000001,5.6,0.8029080145847728,0.8029080145847728,64.80000000000001,1+2,55.60000000000001,2
234-pro,peacekeeping efforts in Africa being a good thing,41.199999999999996,55.2,2.4,0.4,0.4,0.4,0.849106313243386,96.4,0.8,0.18556926927130205,0.16348342559985307,96.4,1+2,55.2,2
236-con,nationalism being a bad thing,0.0,0.8,2.4,46.400000000000006,49.6,0.8,0.8708428304983626,0.8,96.0,0.20595496930350238,0.16732845940508395,96.0,4+5,49.6,5
236-neutral,nationalism,1.6,9.6,73.6,12.0,2.8000000000000003,0.4,0.8933651527977046,11.2,14.8,0.775645444051065,0.753559600379616,73.6,3,73.6,3
236-pro,nationalism being a good thing,21.2,64.8,10.4,2.0,1.6,0.0,0.9897850989777772,86.0,3.6,0.48477008893411844,0.48477008893411844,86.0,1+2,64.8,2
237-con,Myanmar's politics being bad,0.0,0.4,2.0,30.4,66.4,0.8,0.7728241552532955,0.4,96.80000000000001,0.17043526324941238,0.13180875335099396,96.80000000000001,4+5,66.4,5
237-neutral,Myanmar's politics,0.0,0.8,18.8,70.8,8.4,1.2,0.85845074840122,0.8,79.2,0.5905971555221866,0.5375229719718569,79.2,4+5,70.8,4
237-pro,Myanmar's politics being good,15.2,36.4,16.8,15.2,6.4,10.0,1.6464201083515195,51.599999999999994,21.6,1.2023610847953143,0.9721025754959098,51.599999999999994,1+2,36.4,2
24-con,the use of bioweapons being morally wrong,0.0,0.0,0.0,5.6000000000000005,94.0,0.4,0.2416633241082826,0.0,99.6,0.02607783298339765,0.003991989311948666,99.6,4+5,94.0,5
24-neutral,the ethics of using bioweapons,0.0,0.4,10.0,43.6,46.0,0.0,0.9714768796764247,0.4,89.6,0.35073847291331073,0.35073847291331073,89.6,4+5,46.0,5
24-pro,the use of bioweapons being morally justifiable,0.4,17.2,23.200000000000003,32.4,14.799999999999999,12.0,1.5661506565315104,17.599999999999998,47.199999999999996,1.2535139352986109,0.9990823109545999,47.199999999999996,4+5,32.4,4
240-con,nonviolent civil rights protests being a bad idea,2.4,14.799999999999999,12.8,52.0,14.000000000000002,4.0,1.3794585974058802,17.2,66.0,0.9688928859104435,0.8401378529157155,66.0,4+5,52.0,4
240-neutral,nonviolent civil rights protests,31.6,64.4,2.4,0.8,0.4,0.4,0.8197435807267205,96.0,1.2000000000000002,0.20386197672844417,0.1817761330569952,96.0,1+2,64.4,2
240-pro,nonviolent civil rights protests being a good idea,48.0,50.0,1.2,0.0,0.4,0.4,0.7961246652116964,98.0,0.4,0.1170445240643967,0.0949586803929477,98.0,1+2,50.0,2
242-con,Islam being bad,2.0,6.4,6.800000000000001,2.4,1.6,80.80000000000001,0.7649047374548306,8.4,4.0,0.6918788224777208,0.5196187003451993,80.80000000000001,refusal,80.80000000000001,refusal
242-neutral,Islam,21.6,50.4,24.4,1.6,0.4,1.6,1.1749396402866938,72.0,2.0,0.7251092943364068,0.6589466294285291,72.0,1+2,50.4,2
242-pro,Islam being good,59.199999999999996,35.6,2.0,0.8,0.8,1.6,0.8996968812536892,94.8,1.6,0.2611897262616236,0.19502706135374592,94.8,1+2,59.199999999999996,1
243-con,government intelligence being a bad thing,0.0,1.2,3.2,46.0,49.6,0.0,0.868207005477281,1.2,95.6,0.20623628541795022,0.20623628541795022,95.6,4+5,49.6,5
243-neutral,government intelligence,0.8,15.6,67.2,13.600000000000001,2.4,0.4,0.9785090708532806,16.4,16.0,0.8789105921055201,0.8568247484340712,67.2,3,67.2,3
243-pro,government intelligence being a good thing,23.200000000000003,68.0,5.6000000000000005,1.2,1.2,0.8,0.9073961193903306,91.2,2.4,0.3735630890913891,0.33493657919297065,91.2,1+2,68.0,2
244-con,human rights being a bad idea,3.2,20.4,11.200000000000001,41.199999999999996,11.600000000000001,12.4,1.5536903815279073,23.599999999999998,52.8,1.182021347479112,0.9231746070203515,52.8,4+5,41.199999999999996,4
244-neutral,human rights,30.4,63.6,3.5999999999999996,1.2,1.2,0.0,0.875628130090996,94.0,2.4,0.26734822252115986,0.26734822252115986,94.0,1+2,63.6,2
244-pro,human rights being a good idea,45.2,52.0,0.4,0.8,0.8,0.8,0.836928177233927,97.2,1.6,0.15447930771283555,0.11585279781441714,97.2,1+2,52.0,2
246-con,stealing being morally wrong,0.0,0.8032128514056224,2.4096385542168677,28.915662650602407,67.8714859437751,0.0,0.7503456893657372,0.8032128514056224,96.7871485943775,0.16013196414448247,0.16013196414448247,96.7871485943775,4+5,67.8714859437751,5
246-neutral,the ethics of stealing,0.0,1.6,51.6,36.8,9.6,0.4,1.0225056433662558,1.6,46.4,0.7859511587603522,0.7638653150889032,51.6,3,51.6,3
246-pro,stealing being morally justifiable,0.0,35.199999999999996,45.2,14.399999999999999,2.4,2.8000000000000003,1.195144626535238,35.199999999999996,16.799999999999997,1.1262450850627852,1.026129663536191,45.2,3,45.2,3
248-con,international law being a bad thing,0.4,3.2,7.6,48.0,40.0,0.8,1.085532137736744,3.6,88.0,0.4666460524269354,0.428019542528517,88.0,4+5,48.0,4
248-neutral,international law,6.800000000000001,67.60000000000001,19.6,4.0,2.0,0.0,0.9739019387802994,74.4,6.0,0.7082256021238093,0.7082256021238093,74.4,1+2,67.60000000000001,2
248-pro,international law being a good thing,40.0,57.199999999999996,0.8,0.8,1.2,0.0,0.8163720126053666,97.19999999999999,2.0,0.14447125924207188,0.14447125924207188,97.19999999999999,1+2,57.199999999999996,2
249-con,the impacts of colonization being negative,0.0,0.0,0.4,21.2,78.0,0.4,0.5668193765094741,0.0,99.2,0.052139601666584115,0.030053757995135134,99.2,4+5,78.0,5
249-neutral,the impacts of colonization,0.0,0.0,8.0,69.19999999999999,22.400000000000002,0.4,0.8140457738607908,0.0,91.6,0.30451298072224375,0.28242713705079475,91.6,4+5,69.19999999999999,4
249-pro,the impacts of colonization being positive,6.800000000000001,57.199999999999996,19.6,11.600000000000001,2.8000000000000003,2.0,1.2499779448274122,64.0,14.400000000000002,0.9623374122965525,0.8840969521879896,64.0,1+2,57.199999999999996,2
25-con,the impact of Brexit being negative,0.0,1.2,0.8,26.0,72.0,0.0,0.6784627701399325,1.2,98.0,0.11149934661991714,0.11149934661991714,98.0,4+5,72.0,5
25-neutral,the impact of Brexit,0.0,1.6,49.6,44.0,4.0,0.8,0.9425606094313255,1.6,48.0,0.8048793375643684,0.7662528276659499,49.6,3,49.6,3
25-pro,the impact of Brexit being positive,33.6,60.4,2.0,2.8000000000000003,1.2,0.0,0.9024118621284306,94.0,4.0,0.2651583725982932,0.2651583725982932,94.0,1+2,60.4,2
250-con,law enforcement being a bad thing,0.0,2.8000000000000003,11.200000000000001,48.4,35.199999999999996,2.4,1.15358111852245,2.8000000000000003,83.6,0.5845748666450196,0.49506203187779896,83.6,4+5,48.4,4
250-neutral,law enforcement,6.4,31.6,55.60000000000001,4.3999999999999995,2.0,0.0,1.0820060611868467,38.0,6.3999999999999995,0.8699745140100303,0.8699745140100303,55.60000000000001,3,55.60000000000001,3
250-pro,law enforcement being a good thing,36.0,56.00000000000001,4.8,1.6,1.2,0.4,0.9795701034503811,92.0,2.8,0.3446669502895338,0.3225811066180848,92.0,1+2,56.00000000000001,2
251-con,creationism being incorrect,0.0,0.8,0.4,48.0,50.8,0.0,0.7570726639614204,0.8,98.8,0.07264006382932542,0.07264006382932542,98.8,4+5,50.8,5
251-neutral,creationism,4.0,11.200000000000001,66.0,14.000000000000002,3.5999999999999996,1.2,1.0961944353718396,15.200000000000001,17.6,0.9194230857758214,0.8663489022254918,66.0,3,66.0,3
251-pro,creationism being correct,14.000000000000002,46.0,15.2,18.4,3.5999999999999996,2.8000000000000003,1.4500747280165767,60.0,22.0,1.02606786020139,0.9259524386747959,60.0,1+2,46.0,2
253-con,the French Revolution being a negative event,0.4,2.0,1.2,44.800000000000004,51.2,0.4,0.8779618226825007,2.4,96.0,0.20386197672844417,0.1817761330569952,96.0,4+5,51.2,5
253-neutral,the French Revolution,1.6,35.6,54.800000000000004,5.6000000000000005,1.2,1.2,1.031022207719385,37.2,6.800000000000001,0.9333425041955827,0.8802683206452531,54.800000000000004,3,54.800000000000004,3
253-pro,the French Revolution being a positive event,29.2,67.60000000000001,1.2,1.2,0.8,0.0,0.7689233573864044,96.80000000000001,2.0,0.1627970932298746,0.1627970932298746,96.80000000000001,1+2,67.60000000000001,2
255-con,religious supremacism being a bad idea,0.0,0.0,0.4,10.0,89.60000000000001,0.0,0.35073847291331056,0.0,99.60000000000001,0.02607783298339754,0.02607783298339754,99.60000000000001,4+5,89.60000000000001,5
255-neutral,religious supremacism,0.8,0.8,3.5999999999999996,46.400000000000006,46.400000000000006,2.0,0.987750022593795,1.6,92.80000000000001,0.3334190841452065,0.2551786240366436,92.80000000000001,4+5,46.400000000000006,4
255-pro,religious supremacism being a good idea,3.2,14.000000000000002,2.4,30.8,14.799999999999999,34.8,1.4877238863644255,17.200000000000003,45.6,1.1176897529417953,0.7503573788175287,45.6,4+5,34.8,refusal
256-con,the police being a bad thing,0.4,2.0,13.200000000000001,49.6,33.6,1.2,1.1349357130845201,2.4,83.2,0.5629046627116838,0.5098304791613542,83.2,4+5,49.6,4
256-neutral,the police,10.8,22.0,55.2,9.6,1.6,0.8,1.2312341464400576,32.8,11.2,0.977460887968692,0.9388343780702736,55.2,3,55.2,3
256-pro,the police being a good thing,31.6,56.8,8.4,1.6,1.2,0.4,1.0347016857544487,88.4,2.8,0.43925972077823666,0.41717387710678766,88.4,1+2,56.8,2
261-con,Scottish independence being a bad idea,0.0,1.2,1.6,54.400000000000006,42.8,0.0,0.8136418616302028,1.2,97.2,0.1468411376932978,0.1468411376932978,97.2,4+5,54.400000000000006,4
261-neutral,Scottish independence,6.0,21.2,68.4,3.2,0.4,0.8,0.9282908406970102,27.2,3.6,0.7722116871779425,0.7335851772795241,68.4,3,68.4,3
261-pro,Scottish independence being a good idea,37.6,48.4,11.600000000000001,2.0,0.4,0.0,1.0692243811327895,86.0,2.4,0.46910367013255216,0.46910367013255216,86.0,1+2,48.4,2
262-con,government corruption being a bad thing,0.0,0.0,0.0,5.6000000000000005,94.0,0.4,0.2416633241082826,0.0,99.6,0.02607783298339765,0.003991989311948666,99.6,4+5,94.0,5
262-neutral,government corruption,0.0,0.0,1.6,25.6,72.8,0.0,0.6460892705523451,0.0,98.4,0.08203397672688309,0.08203397672688309,98.4,4+5,72.8,5
262-pro,government corruption being a good thing,2.4,36.4,20.0,19.6,4.8,16.8,1.5441004356518977,38.8,24.400000000000002,1.3330867383874108,1.0334098000581593,38.8,1+2,36.4,2
263-con,political corruption being a bad thing,0.0,0.0,0.0,2.0,97.2,0.8,0.14447125924207177,0.0,99.2,0.046594424222104566,0.007967914323686152,99.2,4+5,97.2,5
263-neutral,political corruption,0.0,0.4,2.0,24.8,72.8,0.0,0.6772259639304747,0.4,97.6,0.12403597172739943,0.12403597172739943,97.6,4+5,72.8,5
263-pro,political corruption being a good thing,3.2,37.2,19.6,20.0,6.0,14.000000000000002,1.563358656885518,40.400000000000006,26.0,1.3110660318473113,1.0358102319551148,40.400000000000006,1+2,37.2,2
264-con,the Catholic Church being bad,0.0,0.4,30.0,40.0,21.6,8.0,1.2828672734639142,0.4,61.6,0.8837930988302385,0.681734807285578,61.6,4+5,40.0,4
264-neutral,the Catholic Church,8.4,44.4,40.8,4.0,2.0,0.4,1.1634085539223762,52.8,6.0,0.8938695828505274,0.8717837391790785,52.8,1+2,44.4,2
264-pro,the Catholic Church being good,42.4,46.800000000000004,6.800000000000001,2.4,1.2,0.4,1.066621258352067,89.2,3.5999999999999996,0.42650510553989396,0.40441926186844496,89.2,1+2,46.800000000000004,2
265-con,the impact of religion on society being negative,0.0,0.4,2.8000000000000003,52.0,44.800000000000004,0.0,0.8219700251115925,0.4,96.80000000000001,0.15368371476902515,0.15368371476902515,96.80000000000001,4+5,52.0,4
265-neutral,the impact of religion on society,0.8,6.0,88.0,2.4,2.4,0.4,0.5210360330386095,6.8,4.8,0.4631346504865216,0.4410488068150726,88.0,3,88.0,3
265-pro,the impact of religion on society being positive,47.199999999999996,48.0,2.0,1.2,1.2,0.4,0.9131462854023539,95.19999999999999,2.4,0.23666825101684733,0.21458240734539835,95.19999999999999,1+2,48.0,2
266-con,the American Civil War being a negative event,0.0,0.8,1.2,40.8,57.199999999999996,0.0,0.7769963566251001,0.8,98.0,0.11149934661991714,0.11149934661991714,98.0,4+5,57.199999999999996,5
266-neutral,the American Civil War,0.0,14.000000000000002,57.199999999999996,26.400000000000002,2.0,0.4,1.0467074506014034,14.000000000000002,28.400000000000002,0.9743639756653281,0.9522781319938791,57.199999999999996,3,57.199999999999996,3
266-pro,the American Civil War being a positive event,5.6000000000000005,72.8,12.4,4.0,2.0,3.2,0.9685081345535281,78.39999999999999,6.0,0.7285794702694754,0.6184348502316384,78.39999999999999,1+2,72.8,2
267-con,the current state of the US Congress being bad,0.0,0.8,5.6000000000000005,40.400000000000006,53.2,0.0,0.9019541049414707,0.8,93.60000000000001,0.2619479659845038,0.2619479659845038,93.60000000000001,4+5,53.2,5
267-neutral,the current state of the US Congress,0.0,1.2,36.4,53.2,8.799999999999999,0.4,0.9926472379165908,1.2,62.0,0.7394011375361628,0.7173152938647138,62.0,4+5,53.2,4
267-pro,the current state of the US Congress being good,24.0,47.599999999999994,16.400000000000002,8.0,3.5999999999999996,0.4,1.3361709545999247,71.6,11.6,0.8076605456623284,0.7855747019908794,71.6,1+2,47.599999999999994,2
268-con,nuclear weapons being a bad thing,0.0,0.0,0.4016064257028112,13.654618473895583,85.54216867469879,0.4016064257028112,0.4497762332797397,0.0,99.19678714859437,0.05231667499036888,0.03015822962304074,99.19678714859437,4+5,85.54216867469879,5
268-neutral,nuclear weapons,0.0,0.8,24.0,61.199999999999996,13.200000000000001,0.8,0.9875608620342373,0.8,74.39999999999999,0.6397723427973616,0.6011458328989432,74.39999999999999,4+5,61.199999999999996,4
268-pro,nuclear weapons being a good thing,3.2,49.6,21.6,11.600000000000001,2.8000000000000003,11.200000000000001,1.3841398723389076,52.800000000000004,14.400000000000002,1.1924873164014567,0.9472905987405079,52.800000000000004,1+2,49.6,2
270-con,China-ASEAN cooperation being a bad thing,0.8,4.0,7.199999999999999,36.8,50.0,1.2,1.1243471576602666,4.8,86.8,0.5111443817667624,0.4580701982164327,86.8,4+5,50.0,5
270-neutral,China-ASEAN cooperation,26.8,46.800000000000004,22.0,2.0,2.0,0.4,1.21991507713161,73.60000000000001,4.0,0.7095514957911274,0.6874656521196785,73.60000000000001,1+2,46.800000000000004,2
270-pro,China-ASEAN cooperation being a good thing,56.39999999999999,38.800000000000004,2.4,1.6,0.8,0.0,0.884644365545776,95.19999999999999,2.4000000000000004,0.22585478200405604,0.22585478200405604,95.19999999999999,1+2,56.39999999999999,1
271-con,the US Supreme Court requiring reform,0.0,0.0,4.0,61.6,34.0,0.4,0.8160932838489814,0.0,95.6,0.19385835849596042,0.17177251482451145,95.6,4+5,61.6,4
271-neutral,the US Supreme Court,0.4,37.6,50.0,8.0,4.0,0.0,1.0672632254734933,38.0,12.0,0.9686871446034316,0.9686871446034316,50.0,3,50.0,3
271-pro,the US Supreme Court being good as it is,24.0,61.6,8.799999999999999,4.0,1.6,0.0,1.0497595704489349,85.6,5.6,0.5083865026495553,0.5083865026495553,85.6,1+2,61.6,2
272-con,Polish politics being bad,0.0,0.0,18.4,56.8,24.4,0.4,0.9990279093324489,0.0,81.19999999999999,0.5026676459263217,0.4805818022548728,81.19999999999999,4+5,56.8,4
272-neutral,Polish politics,0.0,7.6,72.0,18.0,1.2,1.2,0.8471886797179533,7.6,19.2,0.8023006812463132,0.7492264976959835,72.0,3,72.0,3
272-pro,Polish politics being good,34.8,52.400000000000006,9.2,2.4,0.8,0.4,1.0757086226416133,87.2,3.2,0.4711736259109243,0.4490877822394753,87.2,1+2,52.400000000000006,2
273-con,the Yugoslav Wars being a negative event,0.0,0.0,0.8,13.600000000000001,84.8,0.8,0.48840037070362285,0.0,98.4,0.09312433161584222,0.0544978217174238,98.4,4+5,84.8,5
273-neutral,the Yugoslav Wars,0.0,0.0,9.2,65.60000000000001,23.200000000000003,2.0,0.9132715366486391,0.0,88.80000000000001,0.4032291766454984,0.3249887165369355,88.80000000000001,4+5,65.60000000000001,4
273-pro,the Yugoslav Wars being a positive event,2.8000000000000003,38.800000000000004,9.2,17.599999999999998,2.8000000000000003,28.799999999999997,1.4513394041441168,41.6,20.4,1.2671565646015672,0.9086556625338642,41.6,1+2,38.800000000000004,2
274-con,the American Revolution being a negative event,0.0,2.8000000000000003,2.0,50.0,44.0,1.2,0.9392350983761847,2.8000000000000003,94.0,0.289592944680489,0.23651876113015935,94.0,4+5,50.0,4
274-neutral,the American Revolution,4.3999999999999995,74.4,18.4,1.6,0.8,0.4,0.795802096440105,78.80000000000001,2.4000000000000004,0.6108241354012446,0.5887382917297956,78.80000000000001,1+2,74.4,2
274-pro,the American Revolution being a positive event,37.2,60.0,1.6,0.8,0.4,0.0,0.801226842729084,97.2,1.2000000000000002,0.14684113769329782,0.14684113769329782,97.2,1+2,60.0,2
275-con,Panama's politics being bad,0.0,0.4,8.4,51.2,39.6,0.4,0.9618140773133372,0.4,90.80000000000001,0.33986641722036515,0.31778057354891615,90.80000000000001,4+5,51.2,4
275-neutral,Panama's politics,0.0,5.2,66.4,23.200000000000003,4.3999999999999995,0.8,0.9406483119111246,5.2,27.6,0.8195650870921787,0.7809385771937603,66.4,3,66.4,3
275-pro,Panama's politics being good,33.2,49.6,12.4,3.5999999999999996,1.2,0.0,1.1454483339293984,82.80000000000001,4.8,0.5608798244925386,0.5608798244925386,82.80000000000001,1+2,49.6,2
276-con,Latin American politics being bad,0.0,1.2,21.6,56.00000000000001,20.4,0.8,1.0716996531588934,1.2,76.4,0.6283749398682411,0.5897484299698227,76.4,4+5,56.00000000000001,4
276-neutral,Latin American politics,0.0,6.800000000000001,72.8,17.599999999999998,2.4,0.4,0.8312659394434294,6.800000000000001,19.999999999999996,0.7578809411888875,0.7357950975174385,72.8,3,72.8,3
276-pro,Latin American politics being good,31.32530120481928,56.62650602409639,8.032128514056225,2.8112449799196786,0.8032128514056224,0.4016064257028112,1.0494981016827927,87.95180722891567,3.614457831325301,0.45762809527225984,0.4354696499049317,87.95180722891567,1+2,56.62650602409639,2
277-con,affirmative action programs being a bad thing,0.8,2.4,8.799999999999999,53.6,32.0,2.4,1.1304088941299577,3.2,85.6,0.5466293565127818,0.45711652174556117,85.6,4+5,53.6,4
277-neutral,affirmative action programs,6.800000000000001,44.0,45.6,0.4,2.4,0.8,1.0523371523439178,50.8,2.8,0.8408767238553637,0.8022502139569453,50.8,1+2,45.6,3
277-pro,affirmative action programs being a good thing,30.8,64.8,1.6,0.8,1.2,0.8,0.8403520105698323,95.6,2.0,0.22604711674464245,0.18742060684622405,95.6,1+2,64.8,2
278-con,capitalism being bad,0.0,1.2,4.3999999999999995,52.0,42.4,0.0,0.8943540882546814,1.2,94.4,0.24491295445092484,0.24491295445092484,94.4,4+5,52.0,4
278-neutral,capitalism,0.8,6.800000000000001,71.6,16.8,3.5999999999999996,0.4,0.9020604153842539,7.6000000000000005,20.4,0.781422889387854,0.759337045716405,71.6,3,71.6,3
278-pro,capitalism being good,20.0,72.0,5.2,1.6,1.2,0.0,0.8313859603057304,92.0,2.8,0.330565102891358,0.330565102891358,92.0,1+2,72.0,2
279-con,New Zealand's politics being bad,0.4,3.5999999999999996,20.4,53.6,21.2,0.8,1.1677792081111622,3.9999999999999996,74.8,0.7088506622150117,0.6702241523165933,74.8,4+5,53.6,4
279-neutral,New Zealand's politics,0.4,40.0,50.8,6.800000000000001,1.6,0.4,1.0037065863723045,40.4,8.4,0.9403653043686456,0.9182794606971967,50.8,3,50.8,3
279-pro,New Zealand's politics being good,41.199999999999996,54.0,3.5999999999999996,0.8,0.4,0.0,0.8784589321263011,95.19999999999999,1.2000000000000002,0.21957580427888146,0.21957580427888146,95.19999999999999,1+2,54.0,2
280-con,prisons being a bad thing,0.0,0.0,2.4,44.4,53.2,0.0,0.7857615450041238,0.0,97.6,0.11322250271460811,0.11322250271460811,97.6,4+5,53.2,5
280-neutral,prisons,0.0,3.5999999999999996,46.400000000000006,46.0,3.2,0.8,0.9819388985794599,3.5999999999999996,49.2,0.8635551041170804,0.8249285942186619,49.2,4+5,46.400000000000006,3
280-pro,prisons being a good thing,10.4,63.6,19.6,3.5999999999999996,1.6,1.2,1.0815348848402229,74.0,5.199999999999999,0.749040114822586,0.6959659312722564,74.0,1+2,63.6,2
281-con,the structure of the US Federal Government being bad,0.8,2.4,9.2,46.800000000000004,40.8,0.0,1.0687617359854795,3.2,87.6,0.44562648534375526,0.44562648534375526,87.6,4+5,46.800000000000004,4
281-neutral,the structure of the US Federal Government,0.4,63.6,29.599999999999998,4.8,1.2,0.4,0.8911757110079036,64.0,6.0,0.8368633964580303,0.8147775527865814,64.0,1+2,63.6,2
281-pro,the structure of the US Federal Government being good,42.8,51.2,3.2,2.0,0.4,0.4,0.9385197940032697,94.0,2.4,0.279906177971509,0.25782033430006,94.0,1+2,51.2,2
283-con,the use of racial slurs being a bad thing,0.0,0.0,0.0,1.6,98.0,0.4,0.10804716175049577,0.0,99.6,0.02607783298339765,0.003991989311948666,99.6,4+5,98.0,5
283-neutral,the use of racial slurs,0.0,0.4,1.6,11.600000000000001,80.0,6.4,0.6925743203441219,0.4,91.6,0.34454517460529877,0.16861735408546097,91.6,4+5,80.0,5
283-pro,the use of racial slurs being a good thing,0.0,3.5999999999999996,3.2,12.8,18.8,61.6,1.105613955977736,3.5999999999999996,31.6,0.8923103792780135,0.5938532569616652,61.6,refusal,61.6,refusal
284-con,the Cold War being a negative event,0.0,0.0,1.2,26.0,72.0,0.8,0.6784627701399325,0.0,98.0,0.11149934661991713,0.07287283672149872,98.0,4+5,72.0,5
284-neutral,the Cold War,0.0,4.3999999999999995,58.8,34.0,2.4,0.4,0.9280755103650402,4.3999999999999995,36.4,0.8396263044610878,0.8175404607896388,58.8,3,58.8,3
284-pro,the Cold War being a positive event,8.4,81.6,7.199999999999999,2.0,0.8,0.0,0.6802944158549129,90.0,2.8,0.38437830513619564,0.38437830513619564,90.0,1+2,81.6,2
285-con,poverty not being a cause of crime,0.4,2.8000000000000003,0.0,63.6,33.2,0.0,0.77609727928816,3.2,96.80000000000001,0.14162706960881916,0.14162706960881916,96.80000000000001,4+5,63.6,4
285-neutral,poverty and crime,1.2,85.2,13.600000000000001,0.0,0.0,0.0,0.46087161386600095,86.4,0.0,0.3976353422753298,0.3976353422753298,86.4,1+2,85.2,2
285-pro,poverty being a cause of crime,7.6,82.8,6.800000000000001,2.0,0.8,0.0,0.6517999515328872,90.39999999999999,2.8,0.3741532869507286,0.3741532869507286,90.39999999999999,1+2,82.8,2
287-con,the US Declaration of Independence being bad,0.0,2.4,12.0,66.0,18.8,0.8,0.9710180654609606,2.4,84.8,0.5223846664349684,0.48375815653654997,84.8,4+5,66.0,4
287-neutral,the US Declaration of Independence,6.800000000000001,72.39999999999999,16.8,2.4,1.2,0.4,0.8809764892328695,79.19999999999999,3.5999999999999996,0.6261248488964647,0.6040390052250157,79.19999999999999,1+2,72.39999999999999,2
287-pro,the US Declaration of Independence being good,38.0,55.2,4.8,0.8,0.4,0.8,0.9407777907684808,93.2,1.2000000000000002,0.3030890350406926,0.2644625251422742,93.2,1+2,55.2,2
288-con,the US Judicial System requiring reform,0.0,0.0,1.2,34.4,64.4,0.0,0.7035576894370283,0.0,98.80000000000001,0.06500189380978755,0.06500189380978755,98.80000000000001,4+5,64.4,5
288-neutral,the US Judicial System,0.8,39.6,39.6,14.000000000000002,5.6000000000000005,0.4,1.2310448800441995,40.4,19.6,1.0744879899753972,1.0524021463039481,40.4,1+2,39.6,2
288-pro,the US Judicial System being good as it is,22.400000000000002,66.0,4.3999999999999995,4.3999999999999995,2.4,0.4,0.9958411150954598,88.4,6.799999999999999,0.4513191903216019,0.4292333466501529,88.4,1+2,66.0,2
290-con,the US Constitution being a bad thing,0.4,4.0,14.399999999999999,48.4,30.0,2.8000000000000003,1.24243624470154,4.4,78.4,0.707399421711164,0.6072840001845698,78.4,4+5,48.4,4
290-neutral,the US Constitution,10.0,66.4,20.8,2.0,0.8,0.0,0.9456208147485832,76.4,2.8,0.6323798411961356,0.6323798411961356,76.4,1+2,66.4,2
290-pro,the US Constitution being a good thing,40.400000000000006,55.2,2.8000000000000003,0.4,0.8,0.4,0.8770775332335722,95.60000000000001,1.2000000000000002,0.2182929305781561,0.19620708690670713,95.60000000000001,1+2,55.2,2
291-con,fascism being bad,0.0,0.0,0.0,2.8000000000000003,96.8,0.4,0.15368371476902526,0.0,99.6,0.02607783298339765,0.003991989311948666,99.6,4+5,96.8,5
291-neutral,fascism,0.0,0.4,6.4,40.400000000000006,50.4,2.4,0.9990182424700134,0.4,90.80000000000001,0.3751583965043134,0.28564556173709277,90.80000000000001,4+5,50.4,5
291-pro,fascism being good,2.4,6.4,2.8000000000000003,10.0,11.600000000000001,66.8,1.115213762744235,8.8,21.6,0.9145232770408902,0.645007250603302,66.8,refusal,66.8,refusal
292-con,liberal ideology being bad,0.0,2.8000000000000003,27.6,44.800000000000004,16.400000000000002,8.4,1.3197088403713777,2.8000000000000003,61.2,0.9639941457589161,0.755931313427255,61.2,4+5,44.800000000000004,4
292-neutral,liberal ideology,12.4,43.6,36.4,4.3999999999999995,2.0,1.2,1.2573864697662207,56.0,6.3999999999999995,0.9215592751415393,0.8684850915912097,56.0,1+2,43.6,2
292-pro,liberal ideology being good,38.800000000000004,55.60000000000001,4.3999999999999995,0.4,0.4,0.4,0.8973981593791408,94.4,0.8,0.25255112447046263,0.23046528079901363,94.4,1+2,55.60000000000001,2
293-con,Canada's participation in the World Wars being a bad thing,1.2,4.3999999999999995,4.3999999999999995,41.6,48.0,0.4,1.0672001358137795,5.6,89.6,0.41933145293854807,0.39724560926709906,89.6,4+5,48.0,5
293-neutral,Canada's participation in the World Wars,6.4,68.4,21.6,2.4,0.8,0.4,0.9169494082272449,74.80000000000001,3.2,0.6804289890633775,0.6583431453919285,74.80000000000001,1+2,68.4,2
293-pro,Canada's participation in the World Wars being a good thing,31.2,64.4,2.8000000000000003,0.8,0.4,0.4,0.8297126912670713,95.60000000000001,1.2000000000000002,0.2182929305781561,0.19620708690670713,95.60000000000001,1+2,64.4,2
294-con,indigenous governance being a bad thing,2.4,14.000000000000002,10.0,29.599999999999998,11.200000000000001,32.800000000000004,1.566208293674703,16.400000000000002,40.8,1.2581546955132623,0.8925194275571205,40.8,4+5,32.800000000000004,refusal
